,plot,director,actors,rated,genre,imdb_rating,title
125,"A young man, his wife, and his incompetent case worker travel across country to find his birth parents.",David O. Russell,"Ben Stiller, Patricia Arquette, Téa Leoni, Mary Tyler Moore",R,Comedy,6.8,Flirting with Disaster
126,A young boy must restore order when a group of bullies steal the magical book that acts as a portal between Earth and the imaginary world of Fantasia.,Peter MacDonald,"Jason James Richter, Melody Kay, Jack Black, Carole Finn",G,"Adventure, Comedy, Family",3.2,The NeverEnding Story III
129,A whimsical saga of a young man whose two life-consuming passions are unraveling traffic gridlock and an avant-garde dancer. A romantic comedy.,Bryan Gordon,"Josh Charles, Anne Heche, John Goodman, Christine Lahti",R,"Comedy, Romance",5.8,Pie in the Sky
130,The ten year-old Angela and her little sister Ellie move to an old house in the countryside with her parents Mae and Andrew. Their mother has mental illness and has just left an institution...,Rebecca Miller,"Miranda Rhyne, Charlotte Eve Blythe, Anna Levine, John Ventimiglia",NOT RATED,Drama,6.4,Angela
131,"This is a story of a man (Walker), suffering from dwarfism, who writes an autobiographical account of his life. In flashbacks, we see how he was conceived to a woman (Parillaud) at the end ...",Michael Lindsay-Hogg,"Corban Walker, Niall Toibin, Owen Roe, Gabriel Byrne",R,"Drama, Romance, War",6.7,Frankie Starlight
132,"A bright assistant D.A. investigates a gruesome hatchet murder and hides a clue he found at the crime scene. Under professional threats and an attempt on his life, he goes on heartbroken because evidence point to the woman he still loves.",William Friedkin,"David Caruso, Linda Fiorentino, Chazz Palminteri, Richard Crenna",R,"Crime, Drama, Thriller",5.2,Jade
135,"Lt. Cmdr. Tom Dodge is assigned as Captain to the USS Stingray, an old diesel driven submarine that has seen better days. With a crew that consists only of weird guys (and a gal), he's ...",David S. Ward,"Kelsey Grammer, Lauren Holly, Rob Schneider, Harry Dean Stanton",PG-13,Comedy,6.0,Down Periscope
137,"Mockumentary look at Playgirl Magazine centerfold and 1992 Man of the Year, Dirk Shafer, who kept it a secret from the magazine that he is gay. Most of the film is a fictionalized retelling...",Dirk Shafer,"Vivian Paxton, Claudette Sutherland, Michael Ornstein, Cal Bartlett",N/A,"Comedy, Romance",6.1,Man of the Year
140,"An ambitious young woman, determined to build a career in TV journalism, gets good advice from her first boss, and they fall in love.",Jon Avnet,"Robert Redford, Michelle Pfeiffer, Stockard Channing, Joe Mantegna",PG-13,"Drama, Romance",6.1,Up Close & Personal
141,A gay cabaret owner and his drag queen companion agree to put up a false straight front so that their son can introduce them to his fiancée's right-wing moralistic parents.,Mike Nichols,"Robin Williams, Gene Hackman, Nathan Lane, Dianne Wiest",R,Comedy,7.0,The Birdcage
144,"Three Irish Catholic brothers from Long Island struggle to deal with love, marriage, and infidelity.",Edward Burns,"Shari Albert, Maxine Bahns, Catharine Bolz, Connie Britton",R,"Comedy, Drama, Romance",6.6,The Brothers McMullen
145,Two hip detectives protect a witness to a murder while investigating a case of stolen heroin from the evidence storage room from their police precinct.,Michael Bay,"Lisa Boyle, Will Smith, Martin Lawrence, Michael Taliferro",R,"Action, Comedy, Crime",6.8,Bad Boys
146,A young American boy visiting in China helps his zoologist father rescue a panda cub from unscrupulous poachers while his panda reserve is threatened with closure from officious bureaucrats.,Christopher Cain,"Stephen Lang, Ryan Slater, Yi Ding, Wang Fei",PG,"Family, Adventure, Drama",5.8,The Amazing Panda Adventure
147,A teenager finds his dreams of becoming a basketball star threatened after he free falls into the harrowing world of drug addiction.,Scott Kalvert,"Leonardo DiCaprio, Lorraine Bracco, Marilyn Sokol, James Madio",R,"Biography, Crime, Drama",7.3,The Basketball Diaries
148,"Set right after World War II, a naive teenage girl joins a shabby theatre troupe in Liverpool. During a winter production of Peter Pan, the play quickly turns into a dark metaphor for youth...",Mike Newell,"Alan Rickman, Hugh Grant, Georgina Cates, Alun Armstrong",R,"Comedy, Drama, Romance",6.0,An Awfully Big Adventure
149,"Isabelle is an ex-nun waiting for her special mission from God. In the meantime, she is making a living writing pornography. She meets Thomas, a sweet, confused amnesiac who cannot remember...",Hal Hartley,"Isabelle Huppert, Martin Donovan, Elina Löwensohn, Damian Young",R,"Comedy, Crime, Drama",7.0,Amateur
150,NASA must devise a strategy to return Apollo 13 to Earth safely after the spacecraft undergoes massive internal damage putting the lives of the three astronauts on board in jeopardy.,Ron Howard,"Tom Hanks, Bill Paxton, Kevin Bacon, Gary Sinise",PG,"Adventure, Drama, History",7.6,Apollo 13
151,"In 1713 Scotland, Rob Roy MacGregor is wronged by a nobleman and his nephew, becomes an outlaw in search of revenge while fleeing the Redcoats, and faces charges of being a Jacobite.",Michael Caton-Jones,"Liam Neeson, Jessica Lange, John Hurt, Tim Roth",R,"Adventure, Biography, History",6.9,Rob Roy
152,"A New York philosophy grad student turns into a vampire after getting bitten by one, and then tries to come to terms with her new lifestyle and frequent craving for human blood.",Abel Ferrara,"Lili Taylor, Christopher Walken, Annabella Sciorra, Edie Falco",UNRATED,Horror,6.4,The Addiction
153,"Batman must battle former district attorney Harvey Dent, who is now Two-Face and Edward Nygma, The Riddler with help from an amorous psychologist and a young circus acrobat who becomes his sidekick, Robin.",Joel Schumacher,"Val Kilmer, Tommy Lee Jones, Jim Carrey, Nicole Kidman",PG-13,"Action, Adventure, Fantasy",5.4,Batman Forever
154,A frigid young housewife decides to spend her midweek afternoons as a prostitute.,Luis Buñuel,"Catherine Deneuve, Jean Sorel, Michel Piccoli, Geneviève Page",R,Drama,7.8,Belle de Jour
155,"Laura is trying to pick up the pieces of her life after the murder of her husband and son, and goes on vacation with her sister to Burma. After losing her passport at a political rally, she...",John Boorman,"Patricia Arquette, U Aung Ko, Frances McDormand, Spalding Gray",R,"Action, Drama",6.6,Beyond Rangoon
156,"Wayne Wang's follow-up movie to Smoke (1995) presents a series of improvisational situations strung together to form a pastiche of Brooklyn's diverse ethnicity, offbeat humor, and essential...","Paul Auster, Wayne Wang, Harvey Wang","Lou Reed, Michael J. Fox, Roseanne Barr, Mel Gorham",R,Comedy,6.7,Blue in the Face
157,"The U.S. President, low in the opinion polls, gets talked into raising his popularity by trying to start a cold war against Canada.",Michael Moore,"John Candy, Alan Alda, Rhea Perlman, Kevin Pollak",PG,Comedy,5.9,Canadian Bacon
158,A paranormal expert and his daughter bunk in an abandoned house populated by three mischievous ghosts and one friendly one.,Brad Silberling,"Chauncey Leopardi, Spencer Vrooman, Malachi Pearson, Cathy Moriarty",PG,"Comedy, Family, Fantasy",6.1,Casper
159,"Young drug pushers in the projects of Brooklyn live hard dangerous lives, trapped between their drug bosses and the detectives out to stop them.",Spike Lee,"Harvey Keitel, John Turturro, Delroy Lindo, Mekhi Phifer",R,"Crime, Drama, Mystery",6.9,Clockers
160,"When an expedition to the African Congo ends in disaster, a new team is assembled to find out what went wrong.",Frank Marshall,"Laura Linney, Dylan Walsh, Ernie Hudson, Tim Curry",PG-13,"Action, Adventure, Mystery",5.1,Congo
161,"On a U.S. nuclear missile sub, a young First Officer stages a mutiny, to prevent his trigger happy Captain from launching his missiles, before confirming his orders to do so.",Tony Scott,"Denzel Washington, Gene Hackman, Matt Craven, George Dzundza",R,"Action, Drama, Thriller",7.3,Crimson Tide
162,An intimate portrait of the controversial cartoonist and his traumatized family.,Terry Zwigoff,"Robert Crumb, Aline Kominsky, Charles Crumb, Maxon Crumb",R,"Documentary, Biography, Comedy",8.0,Crumb
163,A gunslinger is embroiled in a war with a local drug runner.,Robert Rodriguez,"Antonio Banderas, Salma Hayek, Joaquim de Almeida, Cheech Marin",R,"Action, Thriller",7.2,Desperado
164,"An African-American man is hired to find a woman, and gets mixed up in a murderous political scandal.",Carl Franklin,"Denzel Washington, Tom Sizemore, Jennifer Beals, Don Cheadle",R,"Crime, Drama, Mystery",6.7,Devil in a Blue Dress
165,"John McClane and a Harlem store owner are targeted by German terrorist Simon Gruber in New York City, where he plans to rob the Federal Reserve Building.",John McTiernan,"Bruce Willis, Jeremy Irons, Samuel L. Jackson, Graham Greene",R,"Action, Adventure, Thriller",7.6,Die Hard with a Vengeance
166,"Jordan White and Amy Blue, two troubled teens, pick up an adolescent drifter, Xavier Red. Together, the threesome embark on a sex and violence-filled journey through an America of psychos and quickiemarts.",Gregg Araki,"James Duval, Rose McGowan, Johnathon Schaech, Cress Williams",R,"Action, Comedy, Crime",6.0,The Doom Generation
167,"After an abandoned young woman in late 19th Century England is taken in by a rural couple with three handsome sons, tragic consequences result.",Christopher Menaul,"Embeth Davidtz, Tom Bell, Gemma Jones, James Purefoy",R,"Crime, Drama, Mystery",6.4,Feast of July
168,"Lancelot falls in love with Guinevere, who is due to be married to King Arthur. Meanwhile, a violent warlord tries to seize power from Arthur and his Knights of the Round Table.",Jerry Zucker,"Sean Connery, Richard Gere, Julia Ormond, Ben Cross",PG-13,"Action, Adventure, Romance",5.9,First Knight
169,Jesse becomes reunited with Willy three years after the whale's jump to freedom as the teenager tries to rescue the killer whale and other orcas from an oil spill.,Dwight H. Little,"Jason James Richter, Francis Capra, Mary Kate Schellhardt, August Schellenberg",PG,"Adventure, Drama, Family",4.9,Free Willy 2: The Adventure Home
170,This movie is about hackers who are blamed for making a virus that will capsize 5 oil tankers.,Iain Softley,"Jonny Lee Miller, Angelina Jolie, Jesse Bradford, Matthew Lillard",PG-13,"Comedy, Crime, Drama",6.2,Hackers
171,"Jeffrey, a young gay man in New York, decides that sex is too much and decides to become celibate. He immediately meets the man of his dreams and must decide whether or not love is worth ...",Christopher Ashley,"Steven Weber, Peter Jacobson, Tom Cayler, David Thornton",R,"Comedy, Drama",6.7,Jeffrey
172,"A data courier, literally carrying a data package inside his head, must deliver it before he dies from the burden or is killed by the Yakuza.",Robert Longo,"Keanu Reeves, Dina Meyer, Ice-T, Takeshi Kitano",R,"Action, Crime, Sci-Fi",5.6,Johnny Mnemonic
173,"In a dystopian future, Joseph Dredd, the most famous Judge (a police officer with instant field judiciary powers), is convicted for a crime he did not commit and must face his murderous counterpart.",Danny Cannon,"Sylvester Stallone, Armand Assante, Rob Schneider, Jürgen Prochnow",R,"Action, Crime, Sci-Fi",5.5,Judge Dredd
174,"When jobless Tommy Collins discovers that sequestered jurors earn free room and board as well as $5-a-day, he gets himself assigned to a jury in a murder trial. Once there, he does ...",John Fortenberry,"Pauly Shore, Tia Carrere, Stanley Tucci, Brian Doyle-Murray",PG-13,Comedy,4.1,Jury Duty
175,"A day in the life of a group of teens as they travel around New York City skating, drinking, smoking, and deflowering virgins.",Larry Clark,"Leo Fitzpatrick, Sarah Henderson, Justin Pierce, Joseph Chan",UNRATED,Drama,7.0,Kids
176,Film about filmmaking. It takes place during one day on set of non-budget movie. Ultimate tribute to all independent filmmakers.,Tom DiCillo,"Steve Buscemi, Catherine Keener, Dermot Mulroney, Danielle von Zerneck",R,"Comedy, Drama",7.5,Living in Oblivion
177,"During a routine case in L.A., NY private investigator Harry D'Amour stumbles over members of a fanatic cult, who are waiting for the resurrection of their leader Nix. 13 years ago, Nix was...",Clive Barker,"Scott Bakula, Kevin J. O'Connor, Joseph Latimore, Sheila Tousey",R,"Horror, Mystery, Thriller",6.1,Lord of Illusions
178,"Set in a dreary urban landscape of Edmonton, LOVE AND HUMAN REMAINS is a dark comedy about a group of twentysomethings looking for love and meaning in the '90s. The film focuses on ...",Denys Arcand,"Thomas Gibson, Ruth Marshall, Cameron Bancroft, Mia Kirshner",R,"Drama, Comedy",6.7,Love & Human Remains
179,The high-school student Matt Leland lives with his twin brother and sister and his father in a house by the lake. When the teenager Casey Roberts moves to the house on the other side of the...,Antonia Bird,"Chris O'Donnell, Drew Barrymore, Matthew Lillard, Richard Chaim",PG-13,"Drama, Romance",5.3,Mad Love
180,"Both dumped by their girlfriends, two best friends seek refuge in the local mall.",Kevin Smith,"Shannen Doherty, Jeremy London, Jason Lee, Claire Forlani",R,"Comedy, Romance",7.2,Mallrats
181,"A giant egg is unearthed at a construction site and soon opened, releasing the terrible Ivan Ooze, who wreaks vengeance on Zordon for imprisoning him millennia ago. With Zordon dying and their powers lost, the Rangers head to a distant planet to find the mystic warrior Dulcea.",Bryan Spicer,"Karan Ashley, Johnny Yong Bosch, Steve Cardenas, Jason David Frank",PG,"Action, Adventure, Family",5.1,Mighty Morphin Power Rangers: The Movie
183,"A mute makeup artist working on a slasher film being shot in Moscow, is locked in the studio after hours. While there she witnesses a brutal murder, and must escape capture.",Anthony Waller,"Marina Zudina, Fay Ripley, Evan Richards, Oleg Yankovskiy",R,"Horror, Thriller",6.8,Mute Witness
184,"This ultra-hip, post-modern vampire tale is set in contemporary New York City. Members of a dysfunctional family of vampires are trying to come to terms with each other, in the wake of ...",Michael Almereyda,"Elina Löwensohn, Nic Ratner, Karl Geary, Peter Fonda",R,"Drama, Horror",6.0,Nadja
